G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,11/6/18,,Coppin State,W,85,63,25,61,0.41,12,32,0.375,23,26,0.885,11,36,17,4,8,5,15,Wisconsin,21,59,0.356,11,29,0.379,10,16,0.625,7,30,9,3,3,14,26
2,11/13/18,@,Xavier,W,77,68,31,62,0.5,9,16,0.563,6,13,0.462,12,39,14,4,4,7,15,Wisconsin,27,59,0.458,5,24,0.208,9,16,0.563,8,30,10,3,4,10,17
3,11/17/18,,Houston Baptist,W,96,59,35,58,0.603,7,18,0.389,19,25,0.76,6,33,18,6,4,10,14,Wisconsin,22,57,0.386,7,22,0.318,8,12,0.667,4,21,7,4,1,15,25
4,11/21/18,N,Stanford,W,62,46,23,54,0.426,1,8,0.125,15,19,0.789,6,41,2,5,11,11,16,Wisconsin,16,59,0.271,2,18,0.111,12,19,0.632,8,34,9,3,6,11,21
5,11/22/18,N,Oklahoma,W,78,58,28,59,0.475,14,22,0.636,8,11,0.727,7,28,16,8,3,7,12,Wisconsin,24,51,0.471,5,13,0.385,5,11,0.455,8,26,7,5,7,15,14
6,11/23/18,N,Virginia,L,46,53,21,48,0.438,2,11,0.182,2,3,0.667,4,31,13,4,5,11,11,Wisconsin,20,54,0.37,4,17,0.235,9,12,0.75,6,28,10,9,2,5,9
7,11/27/18,,NC State,W,79,75,28,57,0.491,11,21,0.524,12,20,0.6,7,29,16,3,4,10,12,Wisconsin,31,66,0.47,7,18,0.389,6,8,0.75,9,34,9,5,2,11,24
8,11/30/18,@,Iowa,W,72,66,27,56,0.482,8,24,0.333,10,14,0.714,4,31,13,5,1,9,24,Wisconsin,23,59,0.39,6,24,0.25,14,19,0.737,11,38,9,2,4,10,16
9,12/3/18,,Rutgers,W,69,64,29,54,0.537,5,14,0.357,6,13,0.462,4,25,7,4,1,5,11,Wisconsin,27,58,0.466,5,16,0.313,5,6,0.833,4,25,10,3,2,8,19
10,12/8/18,@,Marquette,L (1 OT),69,74,27,54,0.5,5,24,0.208,10,21,0.476,2,34,15,4,2,12,21,Wisconsin,23,65,0.354,6,18,0.333,22,34,0.647,12,38,11,5,4,8,18
11,12/13/18,,Savannah State,W,101,60,37,66,0.561,16,34,0.471,11,14,0.786,13,43,28,10,2,10,5,Wisconsin,24,60,0.4,11,39,0.282,1,2,0.5,3,20,16,5,2,13,15
12,12/22/18,,Grambling,W,84,53,28,57,0.491,8,21,0.381,20,26,0.769,8,35,17,8,4,10,16,Wisconsin,19,50,0.38,8,17,0.471,7,15,0.467,5,25,10,4,2,16,21
13,12/29/18,@,Western Kentucky,L,76,83,31,68,0.456,6,21,0.286,8,11,0.727,7,29,9,5,1,7,17,Wisconsin,32,58,0.552,6,15,0.4,13,16,0.813,5,34,19,5,7,13,13
14,1/3/19,,Minnesota,L,52,59,20,48,0.417,5,22,0.227,7,17,0.412,2,24,5,8,5,10,17,Wisconsin,21,48,0.438,6,14,0.429,11,17,0.647,5,34,8,7,0,13,19
15,1/6/19,@,Penn State,W,71,52,30,61,0.492,8,16,0.5,3,5,0.6,7,28,17,9,6,6,14,Wisconsin,20,53,0.377,4,20,0.2,8,13,0.615,9,33,10,4,2,16,13
16,1/11/19,,Purdue,L (1 OT),80,84,30,56,0.536,9,16,0.563,11,19,0.579,8,28,13,2,3,17,22,Wisconsin,28,66,0.424,11,25,0.44,17,30,0.567,15,37,12,10,3,8,19
17,1/14/19,@,Maryland,L,60,64,23,60,0.383,11,30,0.367,3,6,0.5,8,29,13,5,3,7,23,Wisconsin,16,47,0.34,8,16,0.5,24,29,0.828,8,33,7,3,5,10,12
18,1/19/19,,Michigan,W,64,54,26,58,0.448,5,13,0.385,7,9,0.778,6,29,17,7,3,11,11,Wisconsin,22,54,0.407,5,18,0.278,5,11,0.455,8,33,11,6,7,16,17
19,1/23/19,@,Illinois,W,72,60,24,47,0.511,7,14,0.5,17,21,0.81,8,34,12,5,4,17,22,Wisconsin,22,62,0.355,4,21,0.19,12,22,0.545,14,29,9,10,0,10,18
20,1/26/19,,Northwestern,W,62,46,24,56,0.429,9,19,0.474,5,9,0.556,2,32,15,5,6,7,13,Wisconsin,16,54,0.296,7,19,0.368,7,8,0.875,6,34,7,5,3,13,14
21,1/29/19,@,Nebraska,W,62,51,24,55,0.436,9,23,0.391,5,11,0.455,7,33,12,4,2,7,19,Wisconsin,17,60,0.283,4,20,0.2,13,20,0.65,16,43,7,4,2,9,16
22,2/1/19,,Maryland,W,69,61,23,49,0.469,9,18,0.5,14,23,0.609,4,24,13,7,4,4,14,Wisconsin,25,56,0.446,8,20,0.4,3,8,0.375,9,35,8,2,5,12,18
23,2/6/19,@,Minnesota,W,56,51,19,55,0.345,6,22,0.273,12,18,0.667,8,28,10,5,8,5,13,Wisconsin,20,57,0.351,1,13,0.077,10,13,0.769,12,41,10,4,8,9,16
24,2/9/19,@,Michigan,L,52,61,24,59,0.407,4,12,0.333,0,2,0,7,32,5,2,5,7,13,Wisconsin,25,56,0.446,4,17,0.235,7,9,0.778,5,34,11,5,5,5,9
25,2/12/19,,Michigan State,L,59,67,24,56,0.429,6,20,0.3,5,12,0.417,5,27,10,7,5,10,12,Wisconsin,25,57,0.439,9,22,0.409,8,11,0.727,8,38,11,5,7,13,12
26,2/18/19,,Illinois,W,64,58,22,55,0.4,5,18,0.278,15,23,0.652,12,38,9,6,5,10,14,Wisconsin,21,56,0.375,6,19,0.316,10,11,0.909,7,30,9,6,4,13,21
27,2/23/19,@,Northwestern,W,69,64,25,55,0.455,7,19,0.368,12,16,0.75,6,34,12,1,4,10,15,Wisconsin,24,59,0.407,6,21,0.286,10,14,0.714,3,24,17,6,7,3,15
28,2/26/19,@,Indiana,L (2 OT),73,75,27,69,0.391,6,22,0.273,13,25,0.52,10,36,12,2,4,8,17,Wisconsin,26,64,0.406,6,20,0.3,17,27,0.63,10,44,11,7,4,12,24
29,3/2/19,,Penn State,W,61,57,22,55,0.4,5,13,0.385,12,18,0.667,5,30,12,6,4,5,16,Wisconsin,19,54,0.352,5,16,0.313,14,19,0.737,9,34,6,2,7,11,17
30,3/7/19,,Iowa,W,65,45,22,54,0.407,4,20,0.2,17,27,0.63,15,46,10,7,5,15,13,Wisconsin,18,59,0.305,5,22,0.227,4,6,0.667,7,29,10,9,4,15,25
31,3/10/19,@,Ohio State,W (1 OT),73,67,27,65,0.415,7,21,0.333,12,20,0.6,10,43,13,1,3,8,12,Wisconsin,25,66,0.379,9,25,0.36,8,15,0.533,7,38,15,5,3,7,22
32,3/15/19,N,Nebraska,W,66,62,24,50,0.48,7,19,0.368,11,12,0.917,7,31,17,3,5,15,12,Wisconsin,24,63,0.381,8,28,0.286,6,8,0.75,8,22,7,10,7,9,14
33,3/16/19,N,Michigan State,L,55,67,24,68,0.353,2,19,0.105,5,9,0.556,9,28,9,7,5,5,15,Wisconsin,23,53,0.434,9,21,0.429,12,15,0.8,6,42,18,4,4,14,16
