G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
11,12/20/18,N,Duke,L,58,69,22,57,0.386,5,16,0.313,9,13,0.692,6,33,9,6,3,23,18,Texas Tech,23,60,0.383,3,20,0.15,20,25,0.8,9,35,11,15,7,19,17
12,12/28/18,,Texas-Rio Grande Valley,W,71,46,28,52,0.538,4,14,0.286,11,16,0.688,9,32,16,11,2,14,13,Texas Tech,16,49,0.327,5,16,0.313,9,14,0.643,7,20,7,12,2,18,17
13,1/2/19,@,West Virginia,W,62,59,21,55,0.382,3,18,0.167,17,24,0.708,7,29,5,12,4,13,25,Texas Tech,18,43,0.419,5,19,0.263,18,32,0.563,10,38,6,5,2,21,25
14,1/5/19,,Kansas State,W,63,57,17,38,0.447,6,19,0.316,23,31,0.742,5,29,9,5,8,17,22,Texas Tech,19,57,0.333,4,23,0.174,15,24,0.625,11,31,9,6,3,13,25
15,1/8/19,,Oklahoma,W,66,59,22,49,0.449,5,19,0.263,17,17,1,3,28,11,8,8,12,14,Texas Tech,20,62,0.323,9,29,0.31,10,14,0.714,12,33,11,7,2,14,18
16,1/12/19,@,Texas,W,68,62,24,54,0.444,7,19,0.368,13,17,0.765,7,29,14,6,7,9,12,Texas Tech,23,57,0.404,7,20,0.35,9,13,0.692,11,33,14,4,1,14,16
17,1/16/19,,Iowa State,L,64,68,26,63,0.413,6,18,0.333,6,15,0.4,9,34,6,4,5,9,15,Texas Tech,25,56,0.446,5,21,0.238,13,19,0.684,4,38,13,6,6,8,16
18,1/19/19,@,Baylor,L,62,73,21,45,0.467,5,15,0.333,15,19,0.789,7,26,12,8,3,17,18,Texas Tech,24,58,0.414,11,29,0.379,14,16,0.875,10,29,16,10,1,13,17
19,1/22/19,@,Kansas State,L,45,58,16,49,0.327,5,23,0.217,8,11,0.727,7,24,7,10,2,12,19,Texas Tech,19,41,0.463,5,17,0.294,15,22,0.682,6,31,7,8,0,16,16
20,1/26/19,,Arkansas,W,67,64,22,42,0.524,10,18,0.556,13,19,0.684,5,22,14,4,4,17,19,Texas Tech,21,48,0.438,4,18,0.222,18,26,0.692,3,13,6,8,1,13,14
21,1/28/19,,TCU,W,84,65,32,59,0.542,9,21,0.429,11,14,0.786,8,30,20,3,2,7,17,Texas Tech,21,46,0.457,6,18,0.333,17,24,0.708,7,27,9,5,4,13,16
22,2/2/19,@,Kansas,L,63,79,22,64,0.344,6,28,0.214,13,22,0.591,13,40,8,7,5,10,15,Texas Tech,27,59,0.458,13,30,0.433,12,19,0.632,5,36,19,6,3,13,18
23,2/4/19,,West Virginia,W,81,50,30,57,0.526,8,22,0.364,13,20,0.65,10,31,20,13,4,20,29,Texas Tech,9,39,0.231,3,16,0.188,29,41,0.707,8,25,5,10,2,26,22
24,2/9/19,@,Oklahoma,W,66,54,23,54,0.426,10,22,0.455,10,12,0.833,7,35,15,7,7,14,18,Texas Tech,21,58,0.362,4,14,0.286,8,12,0.667,9,32,9,7,1,12,17
25,2/13/19,@,Oklahoma State,W,78,50,29,56,0.518,12,25,0.48,8,10,0.8,5,28,17,8,4,7,14,Texas Tech,18,49,0.367,5,20,0.25,9,12,0.75,7,28,9,4,3,13,15
26,2/16/19,,Baylor,W,86,61,22,54,0.407,12,29,0.414,30,35,0.857,12,28,12,7,5,8,25,Texas Tech,17,49,0.347,9,25,0.36,18,28,0.643,14,30,6,4,3,19,26
27,2/23/19,,Kansas,W,91,62,34,56,0.607,16,26,0.615,7,13,0.538,8,27,19,5,2,8,11,Texas Tech,22,48,0.458,9,21,0.429,9,12,0.75,5,23,8,3,2,13,17
28,2/27/19,,Oklahoma State,W (1 OT),84,80,28,67,0.418,3,19,0.158,25,32,0.781,9,40,11,5,4,6,16,Texas Tech,26,64,0.406,17,32,0.531,11,13,0.846,6,32,12,3,1,11,27
29,3/2/19,@,TCU,W,81,66,33,58,0.569,8,21,0.381,7,8,0.875,8,29,22,6,5,12,11,Texas Tech,24,62,0.387,9,25,0.36,9,14,0.643,13,28,15,10,2,10,9
30,3/4/19,,Texas,W,70,51,25,50,0.5,9,18,0.5,11,16,0.688,4,31,12,7,8,6,18,Texas Tech,16,54,0.296,4,18,0.222,15,20,0.75,10,29,3,2,3,9,17
31,3/9/19,@,Iowa State,W,80,73,28,65,0.431,11,26,0.423,13,13,1,9,36,13,8,5,9,19,Texas Tech,24,54,0.444,8,19,0.421,17,26,0.654,7,30,12,3,4,13,14
32,3/14/19,N,West Virginia,L,74,79,26,57,0.456,6,18,0.333,16,18,0.889,7,27,10,12,6,15,19,Texas Tech,26,67,0.388,7,19,0.368,20,22,0.909,17,42,18,12,3,17,18
