G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,11/6/18,,Incarnate Word,W,87,37,34,57,0.596,9,22,0.409,10,13,0.769,9,32,16,13,11,13,16,Texas Tech,13,49,0.265,2,13,0.154,9,13,0.692,10,22,7,7,2,27,20
2,11/9/18,,Mississippi Valley State,W,84,52,32,64,0.5,8,19,0.421,12,21,0.571,18,47,17,1,3,9,11,Texas Tech,18,54,0.333,9,23,0.391,7,8,0.875,5,22,8,5,1,11,18
3,11/13/18,,Southeastern Louisiana,W,59,40,22,52,0.423,5,19,0.263,10,16,0.625,5,36,12,6,5,11,19,Texas Tech,12,46,0.261,5,29,0.172,11,18,0.611,3,24,7,4,1,14,18
4,11/19/18,N,USC,W,78,63,25,53,0.472,6,15,0.4,22,30,0.733,5,28,13,10,2,11,13,Texas Tech,23,52,0.442,9,22,0.409,8,12,0.667,5,29,10,6,2,17,22
5,11/20/18,N,Nebraska,W,70,52,25,57,0.439,4,12,0.333,16,20,0.8,10,34,10,3,4,7,18,Texas Tech,17,48,0.354,5,23,0.217,13,21,0.619,5,25,6,6,3,14,16
6,11/24/18,,Northern Colorado,W,93,62,37,61,0.607,10,16,0.625,9,12,0.75,5,27,16,8,6,6,22,Texas Tech,19,55,0.345,4,24,0.167,20,29,0.69,12,29,7,1,1,15,16
7,12/1/18,N,Memphis,W,78,67,26,53,0.491,4,13,0.308,22,30,0.733,10,33,18,8,11,17,22,Texas Tech,23,66,0.348,3,15,0.2,18,28,0.643,16,31,13,10,2,17,26
8,12/5/18,,Arkansas-Pine Bluff,W,65,47,26,62,0.419,3,15,0.2,10,20,0.5,15,39,15,8,4,13,18,Texas Tech,14,43,0.326,5,15,0.333,14,18,0.778,6,29,7,6,3,20,24
9,12/12/18,,Northwestern State,W,79,44,29,60,0.483,10,23,0.435,11,17,0.647,8,38,16,8,6,12,20,Texas Tech,13,53,0.245,4,19,0.211,14,22,0.636,7,26,6,5,4,18,20
10,12/15/18,,Abilene Christian,W,82,48,30,54,0.556,7,22,0.318,15,21,0.714,5,36,14,5,2,10,21,Texas Tech,15,53,0.283,5,21,0.238,13,22,0.591,8,25,9,4,3,7,25
