G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
21,1/26/19,@,James Madison,W,78,68,24,58,0.414,11,30,0.367,19,22,0.864,11,40,14,4,4,8,14,Northeastern,24,60,0.4,7,21,0.333,13,15,0.867,8,29,11,6,3,9,19
22,2/2/19,,Hofstra,W,75,61,23,52,0.442,9,22,0.409,20,26,0.769,6,38,9,7,2,13,18,Northeastern,22,56,0.393,5,22,0.227,12,19,0.632,7,34,3,5,3,10,20
23,2/7/19,,William & Mary,W,72,60,23,54,0.426,9,18,0.5,17,20,0.85,4,26,15,11,1,11,11,Northeastern,25,51,0.49,4,18,0.222,6,8,0.75,5,30,12,5,2,19,16
24,2/9/19,,Elon,W (1 OT),72,60,25,59,0.424,10,29,0.345,12,14,0.857,5,44,11,3,3,16,14,Northeastern,25,71,0.352,7,31,0.226,3,10,0.3,5,35,16,11,0,7,17
25,2/14/19,@,UNC Wilmington,W,81,77,29,58,0.5,11,28,0.393,12,15,0.8,9,30,12,8,3,13,16,Northeastern,30,61,0.492,7,18,0.389,10,13,0.769,8,29,13,6,2,12,19
26,2/16/19,@,College of Charleston,L (1 OT),79,88,29,57,0.509,15,33,0.455,6,9,0.667,5,26,11,4,2,14,18,Northeastern,30,62,0.484,8,22,0.364,20,22,0.909,11,35,6,8,0,9,12
27,2/21/19,,James Madison,W,76,60,29,54,0.537,7,17,0.412,11,17,0.647,7,28,12,5,2,8,11,Northeastern,23,54,0.426,6,20,0.3,8,9,0.889,7,28,9,6,2,15,19
28,2/23/19,,Towson,W,73,58,25,53,0.472,11,32,0.344,12,17,0.706,7,27,19,10,3,9,12,Northeastern,25,54,0.463,2,14,0.143,6,10,0.6,7,28,9,5,1,13,15
29,2/28/19,@,Delaware,W,75,64,27,48,0.563,12,26,0.462,9,15,0.6,2,20,18,5,0,8,11,Northeastern,26,52,0.5,8,25,0.32,4,4,1,3,26,10,5,1,11,17
30,3/2/19,@,Drexel,W,90,66,32,60,0.533,8,22,0.364,18,23,0.783,6,34,14,5,2,4,14,Northeastern,26,58,0.448,7,15,0.467,7,11,0.636,4,26,16,2,1,8,17
31,3/10/19,N,UNC Wilmington,W,80,59,29,60,0.483,12,26,0.462,10,13,0.769,5,33,16,5,2,7,15,Northeastern,22,55,0.4,1,7,0.143,14,17,0.824,4,28,12,2,5,8,14
32,3/11/19,N,College of Charleston,W,70,67,25,55,0.455,8,26,0.308,12,17,0.706,9,32,12,6,1,10,11,Northeastern,26,52,0.5,8,18,0.444,7,9,0.778,1,22,14,3,2,7,16
33,3/12/19,N,Hofstra,W,82,74,26,52,0.5,14,31,0.452,16,23,0.696,5,30,19,5,3,10,20,Northeastern,23,59,0.39,6,20,0.3,22,25,0.88,11,34,8,4,2,7,17
